SYMBOL	len
TBX4	30857
TEX14	141043
FAM117A	59499
NCAPH	44325
MND1	73430
ZNF141	50054
TSHZ3	80191
TAS2R8	6935
PLBD1	69922
KLRK1	23388
TAS2R10	6839
PYROXD1	36595
IAPP	10078
KCNJ8	15451
TAS2R7	6795
TAS2R9	6774
ZNF549	16438
ZSCAN18	20071
ZNF211	13873
TFG	42470
KALRN	428169
NAA50	35491
PAX6	33725
MAPK8IP1	23814
PEX16	13860
DEPDC7	20704
CAT	36126
ACHE	11594
FBXO24	17789
GJB6	14971
GJA3	28497
GHSR	10865
TNFSF10	23622
SLITRK3	15830
CPXM2	151868
GSTM2	10229
ADORA3	9904
GTDC1	271263
CXCR4	9500
ACVR2A	88793
POLK	101100
FLT3	103002
RASL11A	7362
FYTTD1	40713
MRPS2	6989
MYOG	8583
COPA	60356
PRM2	6541
OPN4	14913
AHR	50495
SCRN1	75392
ETV1	101179
BBS9	479505
OCM	8565
EEPD1	151284
KIAA0087	11367
WIPF3	113553
NPY	10672
HOXA7	8659
INHBA	23676
FKBP9	52488
POLM	16168
RAMP3	29459
MRM2	13710
TWIST1	7868
SLC25A51	22223
CLTA	24138
TAF1L	11915
PHF24	27259
DNAI1	65179
DCAF10	70112
ZC3HAV1	71905
AKR1D1	44846
NEUROG3	7424
SRGN	19702
EGR2	10070
FAM149B1	79385
UNG	16395
DYNLL1	5380
IFT81	97436
ACADS	17182
HVCN1	46129
RNF11	40174
BHLHE41	10707
SSPN	42204
ITPR2	117194
STX10	11816
DDX39A	16243
PKN1	41553
TRIR	9744
ADGRE5	30279
ZNF442	25439
KLHL24	51896
CCDC70	7263
EBPL	36512
ATP7B	84481
ZC3H13	103981
CENPK	42898
NEUROD4	13043
ORMDL2	6838
NR4A1	11104
PDE1B	32638
HOXC13	10713
LRP1	87878
HOXC11	6291
HOXC12	7053
HOXC6	5383
SMUG1	13205
TYRL	16398
FAAH	22528
RSRP1	10905
IL13RA2	19334
COL10A1	12910
SEC61A1	22246
TCEAL3	5020
RAB9B	15630
NRK	139071
MAGEA9	8807
RIF1	75231
TTC21B	86114
NMI	24898
TNFAIP6	25454
ACVR1C	107797
SLC36A1	47776
BATF3	19123
KCNJ2	13512
EXOSC9	18698
PLA2G12A	25781
SNRPA	17186
B9D2	15432
COQ8B	29243
C4BPB	13755
ZNF468	24813
ZNF415	30731
ZNF350	28200
RAB38	67892
GPR83	29803
HAUS3	19484
CHPF	10555
INHA	6401
FAM124B	8260
SP140L	79460
ENKD1	9505
UBE2C	7299
SLC35C2	20573
ACTR5	27060
MC3R	4083
GCNT7	40133
CTCFL	33674
SYS1	9053
PI3	4642
WFDC3	23370
SLC12A5	33935
ATP5F1E	12560
PLCG1	41761
SRSF6	9347
RAB22A	60792
PTGIS	69963
CDH26	20715
SNAI1	8906
MOCS3	8111
RNF114	20488
MAGEA10	10965
PEPD	140541
IL9R	16121
NAGK	14160
MCEE	26242
PAIP2B	50065
SNRNP27	14280
MPHOSPH10	22467
IL17C	4896
LIPE	31574
PSG9	18038
PSG4	18512
PSG1	18213
HIF3A	44519
IRGC	6945
LYPD3	10521
CEACAM8	20381
RNF39	11199
DST	190709
FBXO9	33021
PACSIN1	72147
RRP36	10976
BTN1A1	12201
BTN3A3	15911
SNRPC	19352
SLC17A1	54837
ABCC10	21674
H1-3	6475
PEX6	20515
UNC5CL	18026
AARS2	20316
H1-1	6455
ZNF391	18149
TCP11	29033
APOBEC2	14689
KLHDC3	10195
TREM1	18777
MEA1	8503
COL21A1	196690
CDKN1A	11618
SOX4	7868
CPNE5	104369
SSR1	37756
NRN1	14626
ATXN1	468044
DEK	44771
LRRFIP1	76699
ENSG00000124835	13268
EREG	26604
TRIM51	8890
SCGB1D2	5573
SCGB2A1	8270
EMC3	29859
SH3TC1	44813
KATNAL2	187641
BBS2	41339
GOT2	32885
SPHK2	13899
PIWIL1	37750
RAP2A	37959
SLC10A2	28119
HROB	23454
SLC22A5	28902
IRF1	14864
DMAC2L	16897
BMP4	12789
PTGER2	17286
RPS29	8503
SOX9	8396
MYH2	34210
MRPS7	7497
ARMC7	23303
NUP85	33079
MIF4GD	10640
NT5C	7214
MSTO1	7733
MBOAT7	21865
EPS8L1	10527
LILRB3	11750
LILRA6	9498
ZBTB46	93294
SLC35F5	55633
INSIG2	25526
PSD4	38420
PSPN	6485
ENSG00000232036	4324
ALKBH7	5456
CLPP	11711
TNFSF9	7898
THOC2	138183
RPL23	9047
STRADA	44626
CD70	11011
C3	48646
SH2D3A	20975
TNFSF14	14564
RTN2	17453
EML2	35697
VASP	22504
SYMPK	53437
CFAP61	311166
CDC25B	12805
GNRH2	5125
CD93	12664
CST8	7893
PSMF1	51730
CSTL1	14154
TMX4	48115
AP5S1	7783
RRBP1	52529
DSTN	42844
LAMP5	18934
SNRPB2	15538
TCF15	11752
OTOR	6806
BANF2	38905
FAM110A	13211
SCRT2	19906
DEFB129	5628
TLE6	20615
S1PR4	4563
NCLN	26645
CITED1	11037
PITHD1	12814
MAX	24465
FNTB	78755
ARMCX5	7991
MMP24	53308
NECAB3	23041
RALY	93973
C20orf173	8348
BPIFB9P	9724
PLAGL2	20939
AGO3	128204
UROD	6321
ENSG00000290854	19450
KLC1	67502
PCID2	36757
SLURP1	7157
LRFN3	13250
IGFLR1	9351
CAPNS1	13287
PDCD2L	24769
UBA2	45870
FFAR2	5050
HCST	4848
FFAR1	8962
KRT13	10331
KRT35	10141
KRT38	10529
CCR7	17403
KRT9	11923
NR1D1	13496
ARL2	11024
BCL2L12	10983
BCL2L12	11350
RRAS	10551
PRRG2	12688
TSKS	29246
NOP53	14512
FLRT1	18985
SBDS	13606
CSN1S1	18506
STATH	9604
HTN1	11410
MLX	9167
WNK4	19456
DNASE1	6404
TRAP1	65187
SUGP1	50176
DDX49	11915
GDF1	33313
SDF2	19260
NSRP1	72659
AHDC1	75257
SLC35A2	14163
PQBP1	8202
CFP	11791
ELK1	20667
ATG14	51139
DLGAP5	49150
L3HYPDH	17502
HSPA2	5496
TBPL2	32106
SGPP1	49549
PLEKHG3	48825
EVI2A	9889
OMG	8292
AIF1L	29613
CTAG2	7307
MAGEC2	8648
CANX	35674
PYCARD	6974
COX7C	6021
PHPT1	4615
TRAF2	43091
ABHD8	16994
HELB	38706
TSPAN8	38603
RAB3IP	87339
YEATS4	34127
NDUFB2	12935
TAS2R3	4100
TAS2R4	8017
TAS2R5	4150
ZNF777	35399
IDUA	20532
ZNF317	26016
PIN1	17371
FBXL12	14509
KIF17	59701
PLA2G2C	16903
CYP4F11	28200
SIN3B	53951
EPS15L1	116204
KLF2	6859
OR7C1	6765
F2RL3	6607
HCFC1R1	7017
JPT2	26807
UNKL	22178
GFER	6556
SYNGR3	7305
RAB40C	42202
WDR24	11410
GNG13	8393
TUBBP1	4334
ZNF10	31838
TICAM1	21480
MON1B	14208
METTL25	123710
EIF3K	20766
OR1E2	6671
CACTIN	21865
TUBA4A	9908
VIL1	37172
AAMP	11708
PNKD	5555
TNFRSF19	108681
PHTF2	120042
HSPB1	4619
GNG11	9875
SEM1	26784
GNGT1	7698
PTPN12	105774
FGL2	12150
STYXL1	57365
PEX1	47195
LRFN1	19997
SPINK2	17581
RASL11B	7518
TUBGCP6	33029
DGCR6L	11522
NCF4	20009
CYTH4	35833
GCAT	11963
SGSM3	42695
SEZ6L	217134
VPREB3	7382
SDF2L1	4997
YWHAH	16068
RFPL2	17716
A4GALT	9211
RFPL3	6294
CDC42EP1	11925
MCHR1	6328
GALR3	5103
TST	14282
APOL5	14611
IGLL1	12814
CCDC117	19600
APOL2	19444
RAC2	24699
LIF	12006
C22orf23	15770
APOBEC3A	8575
EMC4	8134
PMPCB	20251
DNAJC2	37892
TAS2R16	6696
ATP6V1F	5991
LSM8	22871
VGF	8760
STRIP2	56967
DNAJB9	7976
LRRC4	10066
CALU	37041
SMO	27912
LRRC17	34944
OPN1SW	9009
SIRT2	26758
HOXD3	12025
MTX2	71583
HOXD9	5218
HOXD10	6159
HOXD11	5474
ARHGAP22	164737
PIAS1	142532
SNAP23	40424
TMOD2	67766
DLL4	12733
ALDH1A2	117982
KNSTRN	14567
SERF2	6759
CLN6	28436
ARPP19	27685
VPS13C	213784
ISLR	6161
THAP10	16791
AMOTL2	24800
ACKR4	8374
MBD4	14759
COPB1	48046
MYOD1	5565
TPH1	29461
E2F8	22582
SOX15	7616
PIMREG	9624
USP6	49642
ZNF232	11842
AIPL1	17161
CD68	5473
TXNDC17	6481
ATP1B2	9844
FXR2	29367
MPDU1	7360
CCN4	43651
DNAAF11	109058
QTRT1	14926
ILF3	18228
AP1M2	20341
ERI1	33441
CLEC11A	5344
KLK12	11437
SIGLEC9	8404
ENSG00000269741	14731
NFATC4	14417
PRORP	158050
CMA1	8612
GEMIN2	25469
DHRS2	12275
BCL2L2	7918
PARP2	17289
FOXA1	11397
EAPP	29463
EGLN3	32547
PIP4P1	9453
NEDD8	21210
DAD1	30017
CDO1	17626
RAP1B	64002
ADGRE1	55893
AANAT	19766
ARHGEF6	121082
ART1	22288
CHRNA10	11497
TTTY1B	24133
RPS4Y1	28666
TTTY1	26833
VCY	6401
RBMY1J	17471
CDY2A	4959
DAZL	23698
MAPK8IP3	67134
MKNK2	19473
KLF16	16880
PGAP6	15814
INS	7142
ABHD17A	14157
SALL1	20988
ZC3H14	67559
MYO16	455800
LMAN1	37142
NUP37	50086
DMXL2	180822
DSC2	49281
ANGEL1	32573
SAMD4A	228699
CNGB1	94488
CDADC1	48560
NALCN	368432
VPS35L	148748
DOCK7	239238
CORO7	67754
SEC14L5	63827
CLSPN	55449
PBX4	62674
DHX40	45735
DTWD1	38133
MEGF8	56130
ZNF221	19464
HCN2	30278
IGSF21	273685
SLX1A	6686
INTS2	68315
KHNYN	15548
CERS4	56051
LILRA1	11749
LILRA2	19495
LILRA2	17209
TUBG2	10722
TUBG1	8555
CFHR4	33551
RPS16	8512
MAST1	39437
PLPPR2	13312
SULT1C2	24020
NCAPG	36886
RABGAP1L	801665
ESYT2	104333
ALOX12	17705
FBXO44	10914
FBXO44	11450
UGT2A3	29041
ADAMTS2	240308
CIAO3	16932
TRNT1	25083
PDGFRL	68928
DHX29	57339
DHX58	17003
KRT12	11620
KRT31	9587
KRT33B	12015
PCCB	82829
ARFGEF3	185724
USP40	96956
VPS50	47088
SNX4	79252
ROPN1B	17294
SPAG1	86868
RRM2B	40159
RHOBTB2	23651
RAF1	86216
TDRD1	56394
MED17	33681
RIC1	143649
SCML2	121075
NXPE1	43843
TSG101	52331
CARD10	34753
KIAA0930	22360
DHX35	80377
TRPC4AP	96103
TYMP	9960
DNAAF9	164063
ELN	44734
FKBP6	33464
CUL9	45391
ACTR3C	61467
PCDHGA12	85468
PCDHGC5	26894
TMCO6	8904
NDUFA2	8045
UBE4A	42611
POLDIP3	36862
TRMT2A	11051
ESS2	20072
MYH13	77841
ZSCAN9	11212
ZKSCAN3	22225
MICB	15979
KRT5	11519
KRT1	11371
KRT75	16001
KRT6C	10989
KRT6B	11195
DPF2	22116
GAMT	10216
GALNT8	55326
KCNA5	5909
CRACR2A	110854
PSMG3	9092
STARD8	81171
NALF2	31182
ECSIT	28908
LDLR	46237
ELOF1	11884
ANGPTL8	5324
CNN1	14472
CDC16	40614
CDC16	40642
ZSCAN10	9666
NECTIN2	45926
NECTIN2	35766
APOE	6597
TOMM40	15469
APOC2	6514
ALLC	47471
GADD45G	4543
XPO7	89923
ACE2	45627
FAM98C	8991
SAFB2	41477
NCAN	43275
PLVAP	31587
BST2	8391
NSUN5	11276
SLC27A1	38644
USHBP1	21274
COLGALT1	30508
PGLS	12639
LSM7	12765
MAS1	12840
MLLT1	75294
FUT5	7615
BMP15	8906
ACTN4	86940
NDUFA10	73670
ZNF655	20811
EPO	6232
CACNG6	24029
ZSWIM6	216914
SCO2	7708
ZNF764	10199
ZNF747	10680
PXDN	118328
GDF15	6018
PGPEP1	26733
LSM4	21864
JUND	7628
HRC	9898
TRPM4	57044
ZNF557	21265
OLFM1	48658
NUMBL	30446
TNNI2	4983
CYP2G1P	12682
ATXN10	176473
TUBGCP2	35937
CALY	18524
CYP2E1	14760
HBZ	4859
MNX1	11509
ZNF337	29358
ALKBH6	10722
CEP85	47606
TAF4	96783
GATA5	18198
RBBP8NL	23002
LAMA5	63947
ADRM1	8865
PRDM12	21389
UBE2M	8599
TRIM28	9651
YIPF2	12196
EIF2S3	26854
TMEM160	8415
ZC3H4	55289
GMFG	13363
MAP3K10	27149
SESN2	25973
CCDC62	55956
HIP1R	30504
MRPL4	10841
PPAN	8650
EIF3G	10585
ANGPTL6	16040
SHFL	9926
ZNF426	21122
SLC6A8	11662
ZNF331	62245
ZNF236	149567
SLC7A10	22886
LRP3	17534
MTRFR	27524
GRWD1	14039
NOL11	29595
UBE4B	150535
PKDREJ	13380
NUTM2F	16146
SLC35D2	68701
PPIL4	47248
AKAP12	119399
LATS1	46960
BPIFB1	29657
BPIFA2	22644
RBM39	46613
DEFB118	8322
ACSS2	54348
EDA2R	22236
ARHGEF9	125846
C1QL1	14310
GFAP	15574
HIGD1B	5593
ATP6V1E1	42313
CCL25	12860
COX4I1	10373
EMC8	26620
GSE1	65878
C16orf95	20302
GINS2	18456
TTTY11	39772
F12	13123
NFATC1	136469
ABCB7	110935
HAUS8	31423
ADGRE3	61427
MRPS25	22503
TBC1D5	589445
CAPN7	49670
C3orf20	100895
RBSN	34775
NAPSA	12862
NR1H2	9931
PDLIM4	18758
GFPT2	58338
RPL27	7540
PSMC3IP	11208
VPS25	9150
RAMP2	4814
AOC2	9127
G6PC1	16639
PCDHAC1	89048
PCDHGA3	172146
NDFIP1	48661
TTTY6	7565
TTTY6B	4865
EXOC4	815683
PPFIA1	116706
FLYWCH1	42277
TMEM204	29892
THOC6	6685
BARX1	9428
WDR44	106855
CKMT2	36076
ZCCHC9	14694
KRT15	10845
TNS4	31489
RARA	51463
KRTAP9-8	4005
PPP1R1B	12672
FMO5	44778
PRKAB2	23064
FUS	14466
ENSG00000290927	9879
FSHB	7180
ZNF132	13039
USP29	14941
ZNF211	12093
CHSY1	82021
SNRPA1	19438
NR0B2	8186
LIN28A	21902
ADCY7	33220
THAP1	12351
RHPN2	91996
ACTR10	38487
LGALS3	19171
UBE2L2	6128
PODNL1	11410
ZNF700	28656
DNAJB1	9328
ZSWIM4	39770
RFX1	50490
DCAF15	11940
SDC1	30033
TRIM21	14505
WDR7	381433
SMARCC1	202324
SLC6A11	127486
NUP210	109787
HSD17B7	25121
EMILIN2	71997
DNHD1	77740
ARFIP2	11332
RRP8	14244
TIMM10B	6180
EFR3A	112549
OC90	40866
PTCD3	38922
IMMT	56770
MRPL35	16483
ILKAP	38993
PER2	50266
RAMP1	55483
SCLY	41412
PTPRE	181752
CARD6	16987
RAP1GAP2	244303
MYBBP1A	22180
RPA1	73077
SERPINF1	18505
EEFSEC	258165
TMEM128	18370
COQ3	30494
POPDC3	27814
LANCL2	71400
GRSF1	29807
JCHAIN	16667
UTP3	5019
WBP2	15336
H3-3B	9045
TRIM47	10117
ZRANB2	23374
KDM6B	17892
ASGR2	19201
SLC52A1	8524
GUCY2D	20727
CLEC10A	11470
RIDA	20527
MATN2	170660
BRD8	44560
REEP2	10882
PCBD2	60513
ERAL1	9045
NIP7	6334
NIP7	6307
TERF2	36140
VPS4A	18589
JAG1	42015
HSPA12B	23426
SNAP25	91588
BTBD3	38886
NXT1	6980
RIN2	247198
SSTR4	6925
CRP	8000
HAPLN2	9310
APCS	4039
IGHMBP2	39710
ACY3	13875
TESMIN	49780
DPH2	6359
PABPC1L	32256
ZSWIM3	24508
OSER1	20532
SERINC3	31561
LINC01260	12747
DMGDH	77810
BHMT2	23302
AP3B1	298072
ZBED3	20913
SYT4	15298
SLC14A2	71212
NMUR2	19433
PDE6A	92540
USPL1	45846
XPO4	131117
RNF17	118752
RNF17	63176
CHRM3	289379
MYH4	31969
PEMT	91845
SCO1	30759
CHI3L1	13473
MYBPH	13715
CHIT1	18701
LGR6	119045
DCLK1	365665
CCNA1	13375
RFXAP	12882
STARD13	88609
MORC4	64354
RNF128	73315
GNG5P1	5903
PCDH19	122651
C17orf80	16106
SLC39A11	452439
BTBD2	35966
KMT5C	11245
ZNF414	8513
PDE6B	48198
HSPBP1	23829
CSNK1G2	43166
RTTN	207554
MACROD1	173255
LGALS12	13683
PLAAT4	12650
PLAAT2	16309
ZNF679	20812
CEP20	28584
MED10	12373
CCDC134	34485
SEC14L4	22493
PI4KA	156820
ENSG00000290920	17661
GIMAP4	9563
MKRN1	32172
ACTR3B	98626
NTS	11697
BTG1	11268
DYDC2	14292
TMTC1	289619
KRAS	51383
IPO8	72581
SPINK5	76402
PMP2	12813
FABP4	10514
IMPA1	35111
CCDC59	11784
LYVE1	17399
SBF2	521251
MICAL2	156194
RRAS2	86961
TEX15	23171
SARAF	25761
RNF122	25074
DUSP26	14393
ERG28	16785
DGLUCY	114559
UNC79	377053
CATSPERB	157088
VRTN	14537
SYNJ2BP	56291
TTC9	36450
MED6	23134
EIF2S1	29188
ADAM20	18346
ELP3	101014
PEBP4	220363
ADAMDEC1	24728
CTIF	327186
MRO	35964
MBD2	78763
IER3IP1	29230
MRPS36	15398
CCNB1	14095
CDK7	45544
CD180	22886
IL5RA	45943
IRAK2	81826
CAMK1	18300
VHL	14889
BHLHE40	8886
ARL8B	61619
EDEM1	35251
CHL1	215654
DPH6	180985
KATNBL1	75122
EMC7	23545
TRPM1	106360
AMPD2	14397
REG4	23143
TSHB	7476
GSTM5	9017
GSTM3	12284
SORT1	94043
WNT2B	57742
LAMTOR5	12389
NOTCH2	163809
TRIM45	16389
CD101	35500
AP4B1	16022
PPHLN1	123998
ARF3	27464
TMEM106C	8265
SLC38A2	20285
KIDINS220	114455
LPIN1	83821
CMPK2	23291
SAA2	9128
ANO3	334159
FST	9505
CFHR5	35122
ERN2	28612
NEDD4L	354912
RAX	12050
NARS1	26880
GRP	13613
RELCH	122854
IL2RA	55193
CCNH	24356
HRH4	22324
CABLES1	127985
EMP1	26215
RERG	119334
SLCO1B1	111602
SPX	9651
DDB2	27243
ACP2	15301
FOLH1	69210
RTL8C	4191
RAB33A	15908
RBMX2P2	8794
MTNR1B	16131
PUM1	139892
SPOCD1	31300
PHC2	57667
TUT4	135517
PRPF38A	19234
DSG3	33961
RNF138	41025
DSG1	44086
DSC1	39320
DSC1	39320
FHOD3	485341
DAGLA	69610
TIMM10	7990
AHNAK	118950
CBLIF	21926
FADS2	54098
TCN1	19379
CEP135	87416
PDGFRA	71952
BIVM	45414
CARS2	70399
ADAMTS8	29386
KLB	47603
SEMA6A	134345
APC	111354
NREP	33591
UBQLN1	52205
ANXA1	21528
ENTREP1	66129
ADAM19	104171
CCNJL	69181
USP30	38447
SDS	17142
MSI1	33534
HNF1A	26969
TBX3	19035
OASL	25835
HRK	30997
RNFT2	118316
DTX1	43338
TRAFD1	31058
GSAP	111298
OCM2	11209
UPK3B	7931
TMEM243	29272
GTPBP10	42225
TMEM60	10406
PNPLA8	61418
HILPDA	5540
RINT1	38476
BACH2	376015
KHDC1	27582
CEP162	109055
NT5E	48701
MRAP2	60109
AKIRIN2	33073
ORC3	80316
LMO2	39200
NAT10	44279
EHF	45195
ELF5	40703
PRRG4	31193
METTL1	9237
CD63	9386
PRPH	6539
AVIL	24289
AMHR2	10817
LACRT	9784
GDF11	17142
ITGA7	29036
FAM186B	23834
RDH5	7312
AGAP2	24096
KRT85	13175
CDK4	10283
PPP1R1A	15113
TROAP	11476
TSPAN31	8180
TFCP2	85179
PAN2	22769
ESPL1	28339
ZC3H10	12248
KRT84	13540
ACVR1B	48379
OS9	30714
KRT82	18104
KCNH3	22307
PKIB	76641
TAAR5	6849
NMBR	78338
SMPD2	6195
REPS1	89091
HTRA2	6386
PRADC1	10929
CCT7	21697
RAB11FIP5	45336
DYSF	236202
MRPL53	6398
EMX1	20372
KCNMB4	71002
GNS	51657
MDM2	34403
MDM2	40367
KLHL36	16779
BCO1	55453
MPHOSPH6	27762
TMEM231	25211
NDRG4	52963
DYNC1LI2	36416
FBXL8	7217
FHOD1	23792
CCDC102A	30090
PCNX2	317990
URB2	36953
TAF5L	38688
STX6	55845
RGS8	36798
NPL	39034
LAMC1	125172
RC3H1	67550
PNKD	26618
SP110	60498
SP110	49209
MRPL44	13251
CHRND	13504
PAX3	10930
DOCK10	283078
TTLL4	20842
USP37	123800
HTR2B	22512
SLC19A3	34441
SERPINE2	69941
WNT10A	16076
TMBIM1	24006
CYP27A1	36146
EIF4E2	21521
CAB39	111233
COX5B	5321
REV1	95240
MFSD9	27958
TMEM127	23183
EDAR	100449
MRPS9	64891
GPR45	4724
C2orf49	14671
ANKRD36B	90779
EPC2	145818
ALDH1L2	70368
USP44	40616
PLXNC1	162098
APPL2	68574
DRAM1	49032
SLC41A2	162189
TPTE2P4	74477
CKAP2	24149
THSD1	34705
RCBTB1	41077
MED4	25080
RPL13AP9	6245
NUDT15	12495
PLEKHA8	65382
CAMK2B	111694
SPDYE1	12233
CHST12	47895
IGF2BP3	165982
GPNMB	31333
ABCB5	111202
KDELR2	28763
NUP42	21958
IL6	7798
BZW2	63336
TBRG4	17297
DDX56	13804
HUS1	22027
CCM2	79252
MYO1G	22053
TTYH3	35816
CIDEB	11935
TTC5	25424
NKX2-8	8310
ACSBG1	72797
MTHFS	59167
ABHD17C	63311
IREB2	66237
ALPK3	59123
CIB2	32539
CALCOCO2	37210
RSAD1	10114
NMT1	50699
SRSF1	12027
CHAD	10107
TACO1	10470
TEX2	121700
CSHL1	7441
LIMD2	9937
BRIP1	190089
KAT7	49345
RTP4	6691
NDUFB5	25853
MRPL47	21885
MARCHF7	61528
CD302	35280
GALNT5	63786
TANK	102279
BLK	73212
SKIL	42120
KCTD3	57503
ZNG1B	61513
IL36G	10652
IL1RN	19119
IL36A	5585
IL36B	36478
CFC1	13110
CCDC115	9931
SAP130	92596
SAP130	91775
BIN1	64961
IMP4	8070
HS6ST1	59088
UGGT1	107477
GYPC	43509
GAD2	90893
PALM2AKAP2	46310
LRRC8A	38532
ECPAS	129752
TOR1B	11097
RALGPS1	311384
OR1J1	6668
OR13C9	6656
TMOD1	103077
DAB2IP	221471
SLC31A2	16133
ZNF189	14632
ORM1	6381
STX17	70880
BAAT	30289
GABBR2	426526
HEMGN	23765
PSMB7	67677
RABEPK	36616
PDCL	16191
CTSV	15165
ARPC5L	11512
ENPP2	87444
DERL1	34832
MYC	8043
CCN3	10988
IFNA6	6403
RANBP6	10299
RNF38	69569
CCL21	6831
SIT1	7336
DMRT2	8938
CCL27	6467
DCTN3	12649
CD72	14131
HINT2	7782
RIPOR2	112464
KLC4	18236
KIF13A	229642
GMPR	59962
TMEM63B	31605
FRS3	13705
TTBK1	47777
TJAP1	31980
TINAG	84701
GCM1	27580
RIPK1	49693
TUBB2B	9076
PSORS1C2	7232
C6orf15	7052
MRPS18B	11552
IER3	7048
PSORS1C1	28292
PGBD1	23977
GTF2H4	8899
POU5F1	12045
CLPS	8041
RNF144B	84520
HLA-F	6862
NRM	9073
FAM8A1	14413
C6orf52	28894
FGFBP2	8630
TLR2	7199
THAP12	36876
ANKRD42	65223
RAB30	58479
LRRC32	18923
MRPL15	16273
PI15	33495
TTPA	32265
GGH	29427
SLCO5A1	173632
SULF1	197288
TGS1	55999
SDCBP	32597
USP2	32175
HTR3B	47283
SORL1	184449
BUD13	30514
MMP7	15939
MMP20	54200
MMP27	19982
DCUN1D5	47174
FDXACB1	10809
POU2F3	86304
FDX1	37936
CFAP68	9434
FXYD6	45455
ARHGAP20	141386
FXYD2	13652
MMP13	18437
CASP5	34625
UNC13C	653164
SQOR	59252
CTDSPL2	104409
THBS1	21387
NUSAP1	51356
NDUFAF1	20843
KIF23	37181
NOX5	135218
HAUS2	24156
PARP6	32041
RPLP1	6387
LRRC49	163832
TUBGCP4	37472
RMDN3	25667
ITPKA	12677
PLCB2	25726
TMEM62	54558
PAK6	40617
ADAM10	166598
BCL2L10	9212
RSL24D1	21835
GCHFR	6640
MNS1	42113
BCAR3	125796
TTLL7	139808
FNBP1L	109528
KYAT3	62550
ARHGAP29	74379
RTCA	28522
CEP68	33539
IFT172	51066
SELENOI	52742
KHK	16990
KHK	16990
ADCY3	106370
DYNC2LI1	38971
ACTR2	46422
PREB	9580
PREPL	45547
SLC3A1	49014
SIX3	7369
CENPO	31911
LRPPRC	115465
CYP2C9	54433
LOXL4	26204
BTBD16	69863
KIF11	65265
TACC2	93694
CALHM2	11284
ARL3	46366
KIF20B	76329
EXOC6	213970
SHTN1	127900
DBR1	19633
TOPBP1	67403
DNAJC13	124530
GPR87	28434
SLFN12L	29303
SATB2	201300
ERBB4	1160959
BARD1	89737
MSTN	12729
ASNSD1	12372
METTL5	18848
SSB	16193
CDK15	90169
PPIG	60055
HECW2	404312
CRYGB	9285
CHRNA1	22501
WDR12	43112
ABI2	106893
ABI2	106775
ITGAV	93845
SLC40A1	25896
SLC35A5	25084
COL8A1	163751
SLC49A4	89070
GUCA1C	51787
CCDC54	4196
COX17	13574
WBP11	24596
ATF7IP	140248
LMO3	62706
GUCY2C	89667
EPYC	46990
TSPAN11	72644
BMAL2	90535
TRHDE	401388
OSBPL8	213674
SLC16A7	103518
INTS13	38500
BCAT1	144777
GYS2	74440
SLCO1B3	104239
ABCC9	149737
ABCC9	149737
SYT1	590234
ACSS3	180409
PPP1R12A	167592
HAL	29382
TMPO	24861
CDK17	127878
METAP2	43192
TMCC3	89135
IRAK3	68408
RXYLT1	32653
KIAA0586	123055
MNAT1	238204
TRMT5	15338
C12orf4	56434
CCND2	34591
RAB21	48423
PTPRB	94141
LYZ	8853
ENTREP2	456427
LIPG	40128
TGDS	27798
FOXN3	256831
PSMC1	21876
GALC	65868
PPWD1	27253
PEBP1	12460
SPRING1	33598
MOCOS	87660
ZNF24	17893
ZNF397	20339
PZP	65255
CLEC2D	28139
CLEC2D	28416
LRP6	156719
YPEL5	16526
LMNB1	62884
SNCAIP	154875
SNCAIP	154982
SNX24	166592
HS3ST2	105176
REXO5	46138
XYLT1	374891
DNAH3	232030
LDAF1	24930
NUP133	73782
CORO1C	92109
NUAK1	81309
VWF	181493
LPCAT3	47991
MRPS27	106537
CERT1	148829
HEXB	39055
KLHL5	80170
KLHL5	62766
UBE2K	87656
LIAS	21445
N4BP2	104402
KLF3	40318
TBC1D1	251089
RSBN1	56344
CSDE1	46379
CASQ2	74393
PACC1	56658
HHAT	350388
PPP2R5A	79443
TRAF5	51113
PPP2R3C	42218
PSMA6	28111
MAN2A1	182698
EPB41L4A	262358
ENOX1	579090
TSC22D1	10415
DGKH	197143
USP22	49115
B9D1	25248
SPECC1	230733
MSMO1	18495
PALLD	434391
ICE2	65233
RORA	135899
GPATCH2L	65421
SNW1	49257
POMT2	51627
MIB1	133161
TMEM260	72717
AP5M1	32771
ZNF430	42393
MAST4	165431
IPO5	73620
PALB2	43845
KATNIP	233200
DSG2	53831
NOL4	379513
RNF138	42687
LPIN2	101850
NDC80	48078
THOC1	59227
USP14	59072
MYOM1	158596
HERC2	216839
DPEP1	11167
SLC7A5	45184
CYBA	13464
ARL1	20356
UTP20	109513
COX10	142173
SREBF1	31352
TTC19	32580
ENSG00000290698	17624
TNFRSF13B	38737
STX2	55350
ADGRD1	190562
RIMBP2	127428
BFAR	39285
CPPED1	146064
KPNA3	99062
SFSWAP	91648
PALS1	97626
CDK2AP1	16580
SCARB1	92708
L2HGDH	80305
RTRAF	24148
SLC6A4	47347
UTP6	46504
PSMD11	41809
BLMH	49441
TAOK1	164540
BTBD1	56529
AP3B2	56317
CUX2	319389
RASAL1	42661
LHX5	15538
ALDH2	53599
ERP29	13023
ANKRD13A	43333
TRPV4	56009
